id,rollout/opd_reverse_kl,rollout/truncated,rollout/response_lengths,rollout/log_probs,rollout/teacher_log_probs,rollout/ref_log_probs,train/loss,train/pg_loss,train/kl_loss,train/entropy_loss,train/grad_norm,train/lr-pg_0
400,0.098956,0.906250,3979.714844,-0.294332,-0.393288,-0.360811,0.098956,0.098956,0.066082,0.292230,0.392622,0.000002
401,0.096713,0.960938,4030.750000,-0.290224,-0.386937,-0.355765,0.096713,0.096713,0.065241,0.288636,0.368698,0.000002
402,0.099663,0.914062,4024.707031,-0.285035,-0.384698,-0.350939,0.099663,0.099663,0.066481,0.284868,0.418000,0.000002
403,0.108629,0.875000,3974.464844,-0.311042,-0.419671,-0.381386,0.108629,0.108629,0.070518,0.310736,0.418665,0.000002
404,0.098818,0.937500,4042.007812,-0.296562,-0.395380,-0.364633,0.098818,0.098818,0.067986,0.296238,0.381577,0.000002
405,0.097637,0.914062,4017.144531,-0.297468,-0.395105,-0.365885,0.097637,0.097637,0.068367,0.297614,0.367677,0.000002
406,0.101400,0.949219,4059.980469,-0.305944,-0.407344,-0.376932,0.101400,0.101400,0.070696,0.304540,0.385375,0.000002
407,0.093768,0.960938,4081.593750,-0.297763,-0.391531,-0.366891,0.093768,0.093768,0.069451,0.298156,0.342368,0.000002
408,0.101233,0.968750,4074.386719,-0.301718,-0.402950,-0.371013,0.101233,0.101233,0.069703,0.299984,0.374377,0.000002
409,0.101657,0.925781,4041.992188,-0.297302,-0.398959,-0.366356,0.101657,0.101657,0.069315,0.296514,0.359166,0.000002
410,0.099987,0.941406,4057.121094,-0.301636,-0.401623,-0.371459,0.099987,0.099987,0.069699,0.301225,0.370868,0.000002
411,0.099719,0.941406,3990.644531,-0.305145,-0.404865,-0.378046,0.099719,0.099719,0.072965,0.304411,0.373391,0.000002
412,0.100110,0.968750,4067.074219,-0.304731,-0.404841,-0.373739,0.100110,0.100110,0.068963,0.304494,0.371999,0.000002
413,0.096428,0.839844,3936.625000,-0.289820,-0.386248,-0.357642,0.096428,0.096428,0.067556,0.289369,0.389244,0.000002
414,0.096823,0.886719,3938.304688,-0.289206,-0.386029,-0.356215,0.096823,0.096823,0.066827,0.288653,0.386079,0.000002
415,0.111920,0.933594,4041.246094,-0.319160,-0.431080,-0.390831,0.111920,0.111920,0.071919,0.318623,0.400327,0.000002
416,0.106571,0.902344,4004.375000,-0.307361,-0.413931,-0.377377,0.106571,0.106571,0.070560,0.307375,0.403593,0.000002
417,0.101935,0.867188,3911.683594,-0.291779,-0.393714,-0.358516,0.101935,0.101935,0.066821,0.290976,0.385670,0.000002
418,0.103716,0.929688,4038.859375,-0.309422,-0.413138,-0.381348,0.103715,0.103715,0.071693,0.308520,0.690040,0.000002
419,0.103618,0.898438,3973.609375,-0.312277,-0.415894,-0.384729,0.103618,0.103618,0.072023,0.311874,0.361980,0.000002
420,0.102001,0.910156,3984.390625,-0.301751,-0.403752,-0.369623,0.102001,0.102001,0.068391,0.302057,0.386093,0.000002
421,0.100026,0.957031,4054.257812,-0.307559,-0.407586,-0.378986,0.100027,0.100027,0.071247,0.307270,0.405267,0.000002
422,0.097362,0.914062,4010.148438,-0.290444,-0.387807,-0.357245,0.097362,0.097362,0.066698,0.289592,0.401173,0.000002
423,0.100876,0.894531,4019.429688,-0.306032,-0.406908,-0.377092,0.100876,0.100876,0.071392,0.305552,0.387043,0.000002
424,0.097126,0.933594,4046.000000,-0.285735,-0.382862,-0.351790,0.097126,0.097126,0.066664,0.285874,0.518880,0.000002
425,0.102928,0.878906,4011.464844,-0.302139,-0.405066,-0.371880,0.102928,0.102928,0.069527,0.301889,0.379926,0.000002
426,0.101479,0.875000,4010.656250,-0.297600,-0.399079,-0.365069,0.101479,0.101479,0.067523,0.296372,0.376676,0.000002
427,0.096978,0.953125,4054.691406,-0.294595,-0.391573,-0.361929,0.096978,0.096978,0.067269,0.293969,0.390460,0.000002
428,0.104800,0.980469,4063.265625,-0.312747,-0.417547,-0.383702,0.104800,0.104800,0.071607,0.312525,0.400190,0.000002
429,0.106699,0.941406,4026.628906,-0.307266,-0.413965,-0.376136,0.106699,0.106699,0.069154,0.307231,0.487461,0.000002
430,0.098933,0.953125,4063.496094,-0.298153,-0.397086,-0.365561,0.098933,0.098933,0.067645,0.297495,0.368696,0.000002
431,0.103004,0.894531,4025.289062,-0.303074,-0.406078,-0.372759,0.103004,0.103004,0.070018,0.302079,0.389065,0.000002
432,0.105761,0.898438,3987.113281,-0.309225,-0.414986,-0.378810,0.105761,0.105761,0.069655,0.309151,0.437829,0.000002
433,0.097888,0.910156,3991.515625,-0.290178,-0.388067,-0.356569,0.097888,0.097888,0.066961,0.290598,0.394485,0.000002
434,0.106591,0.898438,3996.085938,-0.309041,-0.415633,-0.379382,0.106591,0.106591,0.070271,0.308357,0.388319,0.000002
435,0.103855,0.941406,4014.050781,-0.300765,-0.404620,-0.368272,0.103855,0.103855,0.068314,0.301696,0.390551,0.000002
436,0.096263,0.929688,4030.976562,-0.295533,-0.391796,-0.363492,0.096263,0.096263,0.068202,0.295144,0.369532,0.000002
437,0.098921,0.921875,4034.730469,-0.295741,-0.394662,-0.365163,0.098921,0.098921,0.069324,0.295627,0.363282,0.000002
438,0.104009,0.972656,4077.679688,-0.312657,-0.416667,-0.383583,0.104009,0.104009,0.071476,0.312616,0.373108,0.000002
439,0.099311,0.949219,4057.468750,-0.291596,-0.390907,-0.358945,0.099311,0.099311,0.067400,0.291202,0.383501,0.000002
440,0.099655,0.925781,4028.289062,-0.304999,-0.404654,-0.376586,0.099655,0.099655,0.071445,0.303953,0.362362,0.000002
441,0.098164,0.875000,3963.292969,-0.301652,-0.399816,-0.372693,0.098164,0.098164,0.070324,0.300305,0.374772,0.000002
442,0.099316,0.898438,3980.023438,-0.305132,-0.404448,-0.375267,0.099316,0.099316,0.069887,0.304289,0.387333,0.000002
443,0.094495,0.910156,4027.738281,-0.288167,-0.382663,-0.354671,0.094495,0.094495,0.066654,0.287703,0.390083,0.000002
444,0.103574,0.929688,4022.726562,-0.299074,-0.402648,-0.366451,0.103574,0.103574,0.067542,0.298488,0.465193,0.000002
445,0.102605,0.914062,3999.671875,-0.298867,-0.401472,-0.367236,0.102605,0.102605,0.068483,0.298944,0.384516,0.000002
446,0.098554,0.925781,4011.824219,-0.293967,-0.392522,-0.362779,0.098554,0.098554,0.068529,0.292536,0.365823,0.000002
447,0.102027,0.910156,4006.222656,-0.301153,-0.403180,-0.372475,0.102027,0.102027,0.071312,0.300506,0.376260,0.000002
448,0.102266,0.949219,4056.625000,-0.308901,-0.411166,-0.379454,0.102266,0.102266,0.070957,0.308177,0.376858,0.000002
449,0.105692,0.910156,4031.664062,-0.314877,-0.420569,-0.386977,0.105692,0.105692,0.072004,0.313963,0.365333,0.000002
450,0.100134,0.898438,4027.949219,-0.299946,-0.400080,-0.369266,0.100134,0.100134,0.069210,0.298976,0.391804,0.000002
451,0.096067,0.839844,3950.425781,-0.287159,-0.383226,-0.354967,0.096067,0.096067,0.067860,0.287417,0.369174,0.000002
452,0.100863,0.953125,4073.339844,-0.305524,-0.406387,-0.377800,0.100863,0.100863,0.072016,0.304734,0.382843,0.000002
453,0.100921,0.914062,4017.957031,-0.300089,-0.401010,-0.369552,0.100921,0.100921,0.069611,0.299457,0.416149,0.000002
454,0.098464,0.914062,3998.945312,-0.299421,-0.397886,-0.370150,0.098464,0.098464,0.071050,0.298344,0.381416,0.000002
455,0.099986,0.937500,4004.812500,-0.300240,-0.400225,-0.369805,0.099986,0.099986,0.069600,0.299960,0.440312,0.000002
456,0.104625,0.906250,4027.035156,-0.298530,-0.403154,-0.366945,0.104625,0.104625,0.068460,0.298079,0.380451,0.000002
457,0.103963,0.949219,4075.300781,-0.301939,-0.405902,-0.370476,0.103963,0.103963,0.068748,0.302111,0.644311,0.000002
458,0.094698,0.902344,3974.164062,-0.285141,-0.379839,-0.351144,0.094698,0.094698,0.065988,0.285128,0.397570,0.000002
459,0.092407,0.894531,4037.750000,-0.279981,-0.372389,-0.344116,0.092407,0.092407,0.064370,0.279675,0.365068,0.000002
460,0.107497,0.906250,3993.949219,-0.310342,-0.417839,-0.381709,0.107497,0.107497,0.071649,0.310213,0.409377,0.000002
461,0.096531,0.910156,4040.714844,-0.294135,-0.390665,-0.361419,0.096531,0.096531,0.066990,0.293656,0.373392,0.000002
462,0.098715,0.898438,3990.503906,-0.295349,-0.394064,-0.365116,0.098715,0.098715,0.069544,0.293784,0.371714,0.000002
463,0.096091,0.859375,3951.128906,-0.291450,-0.387540,-0.361411,0.096091,0.096091,0.069813,0.290599,0.361996,0.000002
464,0.106241,0.976562,4082.953125,-0.305191,-0.411432,-0.374124,0.106241,0.106241,0.068878,0.305030,0.392415,0.000002
465,0.096822,0.894531,4017.128906,-0.304682,-0.401504,-0.375178,0.096822,0.096822,0.070878,0.304811,0.368188,0.000002
466,0.099143,0.933594,4028.777344,-0.303283,-0.402425,-0.372269,0.099143,0.099143,0.069593,0.303299,0.418290,0.000002
467,0.100874,0.972656,4085.238281,-0.292032,-0.392906,-0.357376,0.100874,0.100874,0.065862,0.292625,0.387245,0.000002
468,0.098858,0.910156,3991.562500,-0.294577,-0.393435,-0.362783,0.098858,0.098858,0.068063,0.293986,0.433059,0.000002
469,0.097319,0.894531,3949.023438,-0.288870,-0.386189,-0.356130,0.097319,0.097319,0.067584,0.288256,0.381049,0.000002
470,0.094193,0.910156,3998.871094,-0.284518,-0.378710,-0.351202,0.094193,0.094193,0.066467,0.283890,0.450612,0.000002
471,0.098411,0.941406,4040.378906,-0.288641,-0.387051,-0.355457,0.098411,0.098411,0.067101,0.288427,0.389210,0.000002
472,0.100889,0.929688,4047.296875,-0.303315,-0.404204,-0.371459,0.100889,0.100889,0.068514,0.303639,0.458652,0.000002
473,0.098279,0.863281,3942.902344,-0.295018,-0.393297,-0.364331,0.098279,0.098279,0.068994,0.294687,0.376410,0.000002
474,0.104239,0.914062,4023.000000,-0.311293,-0.415533,-0.383719,0.104239,0.104239,0.072498,0.310736,0.399340,0.000002
475,0.101941,0.960938,4044.503906,-0.312156,-0.414097,-0.384014,0.101941,0.101941,0.072028,0.311471,0.378036,0.000002
476,0.101370,0.882812,3979.152344,-0.291997,-0.393367,-0.359222,0.101370,0.101370,0.067111,0.292056,0.363797,0.000002
477,0.101944,0.953125,4049.742188,-0.307270,-0.409214,-0.378548,0.101944,0.101944,0.071488,0.306233,0.368109,0.000002
478,0.091546,0.894531,4015.746094,-0.287281,-0.378827,-0.354808,0.091546,0.091546,0.067929,0.287612,0.394790,0.000002
479,0.101978,0.921875,4034.445312,-0.313803,-0.415781,-0.387156,0.101978,0.101978,0.073636,0.313330,0.383191,0.000002
480,0.097849,0.949219,4063.203125,-0.301788,-0.399637,-0.371358,0.097849,0.097849,0.069702,0.301054,0.388159,0.000002
481,0.099460,0.925781,4040.179688,-0.306142,-0.405602,-0.378571,0.099459,0.099459,0.072132,0.305671,0.360256,0.000002
482,0.100805,0.941406,4043.738281,-0.297635,-0.398439,-0.367065,0.100805,0.100805,0.069586,0.297093,0.360273,0.000002
483,0.101536,0.921875,4017.519531,-0.305618,-0.407154,-0.375925,0.101536,0.101536,0.070121,0.305476,0.392812,0.000002
484,0.094320,0.917969,4022.996094,-0.290140,-0.384459,-0.357776,0.094320,0.094320,0.067809,0.290122,0.357283,0.000002
485,0.100317,0.878906,4003.050781,-0.299627,-0.399945,-0.368354,0.100317,0.100317,0.068802,0.298981,0.370755,0.000002
486,0.099651,0.906250,3996.625000,-0.298101,-0.397752,-0.366512,0.099651,0.099651,0.068429,0.298857,0.450694,0.000002
487,0.099743,0.921875,4013.800781,-0.288467,-0.388210,-0.353208,0.099743,0.099743,0.064897,0.287872,0.378712,0.000002
488,0.096296,0.828125,3909.992188,-0.302529,-0.398826,-0.373270,0.096296,0.096296,0.070914,0.302647,0.379371,0.000002
489,0.102809,0.917969,3991.464844,-0.296383,-0.399192,-0.363286,0.102809,0.102809,0.067351,0.296314,0.458055,0.000002
490,0.102009,0.949219,4007.191406,-0.297822,-0.399831,-0.366318,0.102009,0.102009,0.068524,0.297757,0.409485,0.000002
491,0.100363,0.910156,3992.230469,-0.311196,-0.411558,-0.384763,0.100363,0.100363,0.073296,0.310060,0.397696,0.000002
492,0.097375,0.929688,4027.996094,-0.296685,-0.394060,-0.366342,0.097375,0.097375,0.069416,0.296024,0.357107,0.000002
493,0.095088,0.910156,3996.207031,-0.297825,-0.392913,-0.367335,0.095088,0.095088,0.069653,0.297243,0.364656,0.000002
494,0.098860,0.843750,3918.144531,-0.295880,-0.394739,-0.365804,0.098860,0.098860,0.069809,0.295106,0.404104,0.000002
495,0.098930,0.851562,3925.402344,-0.293652,-0.392582,-0.362355,0.098930,0.098930,0.068907,0.293177,0.406681,0.000002
496,0.087924,0.898438,4019.894531,-0.284282,-0.372206,-0.351428,0.087924,0.087924,0.067297,0.284306,0.364869,0.000002
497,0.093253,0.847656,3885.757812,-0.283162,-0.376414,-0.350413,0.093253,0.093253,0.067091,0.283316,0.396088,0.000002
498,0.101486,0.843750,3916.093750,-0.296157,-0.397643,-0.365349,0.101486,0.101486,0.069235,0.295212,0.384599,0.000002
499,0.097457,0.945312,4020.500000,-0.285550,-0.383007,-0.351247,0.097457,0.097457,0.065585,0.284638,0.394909,0.000002
500,0.098562,0.878906,3991.070312,-0.288317,-0.386880,-0.354051,0.098562,0.098562,0.065817,0.287431,0.382949,0.000002
501,0.100018,0.933594,4044.121094,-0.300931,-0.400948,-0.369601,0.100018,0.100018,0.068935,0.300277,0.366870,0.000002
502,0.104972,0.933594,4041.121094,-0.314745,-0.419717,-0.386092,0.104972,0.104972,0.071621,0.314529,0.401861,0.000002
503,0.103252,0.906250,4018.414062,-0.298324,-0.401576,-0.365732,0.103252,0.103252,0.067260,0.297659,0.709038,0.000002
504,0.101287,0.933594,4039.003906,-0.307457,-0.408744,-0.377314,0.101287,0.101287,0.070101,0.307640,0.382499,0.000002
505,0.103709,0.890625,3973.578125,-0.306201,-0.409910,-0.375775,0.103709,0.103709,0.069669,0.305198,0.445381,0.000002
506,0.097354,0.945312,4057.042969,-0.296231,-0.393585,-0.365263,0.097354,0.097354,0.068991,0.295386,0.369324,0.000002
507,0.094966,0.914062,4014.734375,-0.287760,-0.382726,-0.354020,0.094966,0.094966,0.066708,0.288304,0.590967,0.000002
508,0.102007,0.914062,4026.851562,-0.307006,-0.409014,-0.377373,0.102007,0.102007,0.070606,0.306282,0.382303,0.000002
509,0.105004,0.945312,4050.800781,-0.306844,-0.411848,-0.376323,0.105004,0.105004,0.070012,0.306366,0.399452,0.000002
510,0.099379,0.902344,4026.796875,-0.308803,-0.408183,-0.380700,0.099379,0.099379,0.072093,0.308852,0.357356,0.000002
511,0.104643,0.894531,4015.023438,-0.313591,-0.418234,-0.387691,0.104643,0.104643,0.073790,0.312928,0.385584,0.000002
512,0.090764,0.917969,4033.152344,-0.287712,-0.378476,-0.354019,0.090764,0.090764,0.066497,0.287180,0.359805,0.000002
513,0.107565,0.949219,4026.375000,-0.317317,-0.424882,-0.390032,0.107565,0.107565,0.072619,0.316493,0.402974,0.000002
514,0.099770,0.902344,4008.738281,-0.294689,-0.394460,-0.363272,0.099770,0.099770,0.068311,0.294232,0.367390,0.000002
515,0.105566,0.914062,4027.460938,-0.314778,-0.420344,-0.386851,0.105566,0.105566,0.072429,0.314223,0.376217,0.000002
516,0.101837,0.839844,3907.722656,-0.305542,-0.407379,-0.377875,0.101837,0.101837,0.072479,0.305670,0.402576,0.000002
517,0.094705,0.871094,3957.707031,-0.292902,-0.387607,-0.361815,0.094705,0.094705,0.068616,0.292459,0.375045,0.000002
518,0.110121,0.925781,4020.464844,-0.307144,-0.417265,-0.377494,0.110121,0.110121,0.070620,0.306481,0.435276,0.000002
519,0.095622,0.949219,4060.074219,-0.298749,-0.394371,-0.368801,0.095622,0.095622,0.070070,0.298333,0.381571,0.000002
520,0.096860,0.933594,4045.562500,-0.302078,-0.398938,-0.373533,0.096860,0.096860,0.071073,0.300716,0.381548,0.000002
521,0.095232,0.933594,4060.796875,-0.291933,-0.387164,-0.360679,0.095232,0.095232,0.068781,0.290869,0.382295,0.000002
522,0.099106,0.902344,4003.230469,-0.293330,-0.392436,-0.361090,0.099106,0.099106,0.067768,0.292330,0.511780,0.000002
523,0.099455,0.964844,4077.515625,-0.302646,-0.402101,-0.374256,0.099455,0.099455,0.071433,0.301153,0.367897,0.000002
524,0.103239,0.894531,3960.246094,-0.308783,-0.412022,-0.380688,0.103239,0.103239,0.072302,0.308674,0.394493,0.000002
525,0.093753,0.890625,3979.082031,-0.287659,-0.381412,-0.356344,0.093753,0.093753,0.068716,0.288052,0.360692,0.000002
526,0.100213,0.925781,4042.398438,-0.300613,-0.400826,-0.371167,0.100213,0.100213,0.070617,0.299948,0.396734,0.000002
527,0.098333,0.980469,4082.062500,-0.302705,-0.401038,-0.372096,0.098333,0.098333,0.069757,0.303016,0.365876,0.000002
528,0.095903,0.914062,4028.355469,-0.302547,-0.398450,-0.372299,0.095903,0.095903,0.070010,0.302292,0.423962,0.000002
529,0.095090,0.859375,3923.257812,-0.292230,-0.387319,-0.362084,0.095090,0.095090,0.070054,0.292273,0.362916,0.000002
530,0.101129,0.894531,4011.156250,-0.304224,-0.405353,-0.376395,0.101129,0.101129,0.072738,0.304247,0.388042,0.000002
531,0.093341,0.953125,4049.425781,-0.294025,-0.387367,-0.362475,0.093341,0.093341,0.068457,0.293397,0.359532,0.000002
532,0.095537,0.917969,4020.714844,-0.293651,-0.389189,-0.361648,0.095537,0.095537,0.068091,0.294076,0.355360,0.000002
533,0.098093,0.886719,3966.125000,-0.300053,-0.398145,-0.369387,0.098093,0.098093,0.069595,0.301034,0.406055,0.000002
534,0.098811,0.906250,3986.230469,-0.291256,-0.390068,-0.360554,0.098811,0.098811,0.069075,0.290475,0.385062,0.000002
535,0.099400,0.910156,4026.773438,-0.300814,-0.400215,-0.369915,0.099400,0.099400,0.069703,0.301319,0.387719,0.000002
536,0.101830,0.886719,4000.105469,-0.298731,-0.400561,-0.367819,0.101830,0.101830,0.069069,0.297700,0.385771,0.000002
537,0.095922,0.878906,3984.546875,-0.294400,-0.390322,-0.363574,0.095922,0.095922,0.069028,0.294228,0.381972,0.000002
538,0.097594,0.921875,4029.296875,-0.294575,-0.392169,-0.364420,0.097594,0.097594,0.070014,0.293803,0.404630,0.000002
539,0.097084,0.910156,4009.179688,-0.293194,-0.390278,-0.361503,0.097084,0.097084,0.068203,0.292432,0.366990,0.000002
540,0.095817,0.894531,4004.082031,-0.291244,-0.387061,-0.358658,0.095817,0.095817,0.067433,0.289973,0.399022,0.000002
541,0.093510,0.941406,4029.945312,-0.293570,-0.387080,-0.361582,0.093510,0.093510,0.068131,0.292764,0.371940,0.000002
542,0.100009,0.933594,4031.800781,-0.302039,-0.402048,-0.371009,0.100009,0.100009,0.068982,0.302005,0.382990,0.000002
543,0.101705,0.917969,3997.484375,-0.295645,-0.397350,-0.363483,0.101705,0.101705,0.067709,0.295510,0.390409,0.000002
544,0.100103,0.906250,3972.371094,-0.301842,-0.401945,-0.371285,0.100103,0.100103,0.069630,0.301933,0.395338,0.000002
545,0.095332,0.933594,4031.296875,-0.299239,-0.394571,-0.369018,0.095332,0.095332,0.069982,0.298382,0.359280,0.000002
546,0.098074,0.929688,4051.113281,-0.299517,-0.397591,-0.369356,0.098074,0.098074,0.069968,0.298640,0.377100,0.000002
547,0.097903,0.914062,3993.464844,-0.304666,-0.402569,-0.376843,0.097903,0.097903,0.072358,0.305070,0.390156,0.000002
548,0.093666,0.886719,3925.820312,-0.298552,-0.392218,-0.370164,0.093666,0.093666,0.071362,0.297362,0.416896,0.000002
549,0.096775,0.964844,4079.761719,-0.294973,-0.391748,-0.363233,0.096775,0.096775,0.068519,0.294243,0.384443,0.000002
550,0.107470,0.972656,4065.136719,-0.323138,-0.430608,-0.397454,0.107470,0.107470,0.074262,0.321810,0.365816,0.000002
551,0.091875,0.906250,4021.464844,-0.286451,-0.378326,-0.354500,0.091875,0.091875,0.068145,0.285917,0.375707,0.000002
552,0.105679,0.960938,4027.003906,-0.315743,-0.421422,-0.390344,0.105679,0.105679,0.074770,0.315767,0.417466,0.000002
553,0.098616,0.968750,4045.218750,-0.298526,-0.397142,-0.368688,0.098616,0.098616,0.069969,0.297330,0.387478,0.000002
554,0.085242,0.839844,3894.789062,-0.276890,-0.362132,-0.345131,0.085242,0.085242,0.067776,0.275608,0.349392,0.000002
555,0.104357,0.937500,4053.648438,-0.311630,-0.415987,-0.384192,0.104357,0.104357,0.072979,0.312416,0.356498,0.000002
556,0.102441,0.949219,4054.410156,-0.306213,-0.408654,-0.377715,0.102441,0.102441,0.072016,0.305611,0.387977,0.000002
557,0.101725,0.851562,3943.234375,-0.303618,-0.405343,-0.374815,0.101725,0.101725,0.070933,0.304361,0.388143,0.000002
558,0.091203,0.925781,3986.421875,-0.286217,-0.377420,-0.353897,0.091203,0.091203,0.068150,0.286165,0.373394,0.000002
559,0.091890,0.960938,4078.773438,-0.282708,-0.374598,-0.347858,0.091890,0.091890,0.065206,0.283472,0.355906,0.000002
560,0.101341,0.906250,4005.707031,-0.314559,-0.415901,-0.390068,0.101341,0.101341,0.075283,0.313378,0.407205,0.000002
561,0.101456,0.933594,4049.261719,-0.301158,-0.402614,-0.371292,0.101456,0.101456,0.070149,0.300676,0.369050,0.000002
562,0.100654,0.953125,4040.304688,-0.299351,-0.400005,-0.369153,0.100654,0.100654,0.069757,0.299120,0.366671,0.000002
563,0.096752,0.949219,4066.632812,-0.306571,-0.403323,-0.379142,0.096752,0.096752,0.072537,0.306054,0.363126,0.000002
564,0.093961,0.894531,3980.789062,-0.292801,-0.386762,-0.362324,0.093961,0.093961,0.069302,0.292268,0.363811,0.000002
565,0.098191,0.878906,3960.757812,-0.312726,-0.410916,-0.387102,0.098191,0.098191,0.074297,0.311526,0.548479,0.000002
566,0.095164,0.851562,3944.980469,-0.303577,-0.398741,-0.376069,0.095164,0.095164,0.072489,0.302542,0.394281,0.000002
567,0.092529,0.917969,3975.957031,-0.285096,-0.377625,-0.351191,0.092529,0.092529,0.066474,0.284085,0.388167,0.000002
568,0.093441,0.910156,4000.097656,-0.291178,-0.384619,-0.359046,0.093441,0.093441,0.067907,0.290978,0.542330,0.000002
569,0.090621,0.910156,4028.144531,-0.287289,-0.377910,-0.353994,0.090621,0.090621,0.066907,0.287582,0.377330,0.000002
570,0.103272,0.925781,4026.675781,-0.322253,-0.425524,-0.397362,0.103272,0.103272,0.074984,0.320700,0.436521,0.000002
571,0.098731,0.878906,3991.617188,-0.306383,-0.405114,-0.379716,0.098731,0.098731,0.073023,0.305464,0.394480,0.000002
572,0.094588,0.945312,4054.832031,-0.286136,-0.380724,-0.352283,0.094588,0.094588,0.066288,0.286257,0.360844,0.000002
573,0.096142,0.910156,4040.640625,-0.302701,-0.398843,-0.375707,0.096142,0.096142,0.072945,0.301405,0.393544,0.000002
574,0.095793,0.906250,4034.078125,-0.300834,-0.396627,-0.370865,0.095793,0.095793,0.070251,0.299741,0.375857,0.000002
575,0.100207,0.902344,4017.351562,-0.303679,-0.403886,-0.374484,0.100207,0.100207,0.071046,0.303863,0.389392,0.000002
576,0.101427,0.953125,4044.726562,-0.320620,-0.422047,-0.395718,0.101427,0.101427,0.075202,0.320806,0.390502,0.000002
577,0.098470,0.910156,4056.027344,-0.307937,-0.406407,-0.380531,0.098470,0.098470,0.072791,0.307816,0.418404,0.000002
578,0.094225,0.941406,4055.183594,-0.298691,-0.392916,-0.368853,0.094225,0.094225,0.070403,0.299064,0.350405,0.000002
579,0.100192,0.925781,4042.871094,-0.306044,-0.406237,-0.377853,0.100192,0.100192,0.072252,0.305522,0.362525,0.000002
580,0.097504,0.964844,4054.023438,-0.299780,-0.397285,-0.370151,0.097505,0.097505,0.070018,0.298416,0.421758,0.000002
581,0.102291,0.894531,3998.453125,-0.312039,-0.414330,-0.383990,0.102291,0.102291,0.071991,0.311891,0.369503,0.000002
582,0.098966,0.902344,4025.226562,-0.306255,-0.405221,-0.377176,0.098966,0.098966,0.071015,0.305496,0.407095,0.000002
583,0.094502,0.882812,3951.589844,-0.290775,-0.385277,-0.358771,0.094502,0.094502,0.068005,0.290890,0.363947,0.000002
584,0.098714,0.937500,4034.546875,-0.298825,-0.397540,-0.368442,0.098714,0.098714,0.069759,0.298811,0.346848,0.000002
585,0.095266,0.917969,4044.414062,-0.302812,-0.398078,-0.373476,0.095266,0.095266,0.070649,0.301899,1.089362,0.000002
586,0.105087,0.949219,4072.753906,-0.318602,-0.423689,-0.392859,0.105087,0.105087,0.074795,0.319115,0.408303,0.000002
587,0.093399,0.933594,4013.960938,-0.291683,-0.385082,-0.360067,0.093399,0.093399,0.068962,0.291825,0.378158,0.000002
588,0.096709,0.925781,3990.304688,-0.309365,-0.406074,-0.383131,0.096709,0.096709,0.073787,0.308556,0.816188,0.000002
589,0.095063,0.859375,3967.703125,-0.291433,-0.386496,-0.361946,0.095063,0.095063,0.069958,0.289943,0.381099,0.000002
590,0.095755,0.871094,3984.214844,-0.296187,-0.391942,-0.368634,0.095755,0.095755,0.071816,0.294327,0.353771,0.000002
591,0.094576,0.925781,4053.421875,-0.301606,-0.396182,-0.372623,0.094576,0.094576,0.071134,0.301100,0.374264,0.000002
592,0.093513,0.878906,3947.054688,-0.285581,-0.379093,-0.354920,0.093513,0.093513,0.068683,0.285130,0.361947,0.000002
593,0.102540,0.886719,3962.433594,-0.312253,-0.414793,-0.385676,0.102540,0.102540,0.073502,0.312049,0.374890,0.000002
594,0.097420,0.914062,4016.847656,-0.296294,-0.393715,-0.366233,0.097420,0.097420,0.069825,0.295608,0.372775,0.000002
595,0.092472,0.953125,4066.253906,-0.285719,-0.378192,-0.351814,0.092472,0.092472,0.066378,0.285509,0.348639,0.000002
596,0.095158,0.906250,4000.742188,-0.292319,-0.387477,-0.361233,0.095158,0.095158,0.068711,0.291595,0.354901,0.000002
597,0.099723,0.902344,3972.496094,-0.302714,-0.402437,-0.373004,0.099723,0.099723,0.070139,0.301700,0.387989,0.000002
598,0.094126,0.964844,4060.671875,-0.296691,-0.390817,-0.366125,0.094126,0.094126,0.069835,0.295882,0.346936,0.000002
599,0.093417,0.921875,4013.667969,-0.299413,-0.392830,-0.370151,0.093417,0.093417,0.070857,0.298836,0.367094,0.000002
